source,target,link_type,direction,confidence,inferred
HADOOP-17413,HADOOP-16705,augmented_soft_depends_on,augmented,0.786,True
HADOOP-17413,HADOOP-17209,augmented_soft_depends_on,augmented,0.785,True
HADOOP-17412,HADOOP-17207,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17412,HADOOP-16832,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17412,HADOOP-17455,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17411,HADOOP-17401,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17411,HADOOP-17374,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17411,HADOOP-17580,augmented_soft_depends_on,augmented,0.779,True
HADOOP-17410,HADOOP-17294,augmented_soft_depends_on,augmented,0.761,True
HADOOP-17410,HADOOP-16978,augmented_soft_depends_on,augmented,0.761,True
HADOOP-17410,HADOOP-16973,augmented_soft_depends_on,augmented,0.761,True
HADOOP-17409,HADOOP-17519,augmented_soft_depends_on,augmented,0.792,True
HADOOP-17409,HADOOP-16425,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17409,HADOOP-16634,augmented_soft_depends_on,augmented,0.719,True
HADOOP-17408,HADOOP-17134,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17408,HADOOP-16720,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17408,HADOOP-16894,augmented_soft_depends_on,augmented,0.784,True
HADOOP-17407,HADOOP-17067,augmented_soft_depends_on,augmented,0.74,True
HADOOP-17407,HADOOP-16186,augmented_soft_depends_on,augmented,0.712,True
HADOOP-17407,HADOOP-16617,augmented_soft_depends_on,augmented,0.676,True
HADOOP-17406,HADOOP-17483,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17406,HADOOP-17584,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17406,HADOOP-16632,augmented_soft_depends_on,augmented,0.735,True
HADOOP-17404,HADOOP-16818,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17404,HADOOP-16786,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17404,HADOOP-17590,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17403,HADOOP-17244,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17403,HADOOP-17433,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17403,HADOOP-17199,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17402,HADOOP-16902,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17402,HADOOP-16886,augmented_soft_depends_on,augmented,0.786,True
HADOOP-17402,HADOOP-16260,augmented_soft_depends_on,augmented,0.754,True
HADOOP-17401,HADOOP-17411,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17401,HADOOP-17374,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17401,HADOOP-17580,augmented_soft_depends_on,augmented,0.779,True
HADOOP-17400,HADOOP-17335,augmented_soft_depends_on,augmented,0.728,True
HADOOP-17400,HADOOP-17074,augmented_soft_depends_on,augmented,0.726,True
HADOOP-17400,HADOOP-17131,augmented_soft_depends_on,augmented,0.703,True
HADOOP-17399,HADOOP-17193,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17399,HADOOP-16813,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17399,HADOOP-17196,augmented_soft_depends_on,augmented,0.754,True
HADOOP-17398,HADOOP-17060,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17398,HADOOP-16632,augmented_soft_depends_on,augmented,0.74,True
HADOOP-17398,HADOOP-17433,augmented_soft_depends_on,augmented,0.713,True
HADOOP-17397,HADOOP-16864,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17397,HADOOP-16916,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17397,HADOOP-17311,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17396,HADOOP-16915,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17396,HADOOP-17213,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17396,HADOOP-17365,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17395,HADOOP-16249,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17395,HADOOP-16550,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17395,HADOOP-17379,augmented_soft_depends_on,augmented,0.728,True
HADOOP-17394,HADOOP-17179,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17394,HADOOP-17175,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17394,HADOOP-17091,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17392,HADOOP-16431,augmented_soft_depends_on,augmented,0.786,True
HADOOP-17392,HADOOP-16453,augmented_soft_depends_on,augmented,0.76,True
HADOOP-17392,HADOOP-16243,augmented_soft_depends_on,augmented,0.729,True
HADOOP-17390,HADOOP-16239,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17390,HADOOP-17057,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17390,HADOOP-16747,augmented_soft_depends_on,augmented,0.794,True
HADOOP-17389,HADOOP-17613,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17389,HADOOP-17360,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17389,HADOOP-17617,augmented_soft_depends_on,augmented,0.79,True
HADOOP-17388,HADOOP-17383,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17388,HADOOP-16670,augmented_soft_depends_on,augmented,0.729,True
HADOOP-17388,HADOOP-17600,augmented_soft_depends_on,augmented,0.705,True
HADOOP-17387,HADOOP-17424,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17387,HADOOP-17487,augmented_soft_depends_on,augmented,0.793,True
HADOOP-17387,HADOOP-17014,augmented_soft_depends_on,augmented,0.782,True
HADOOP-17385,HADOOP-16934,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17385,HADOOP-17244,augmented_soft_depends_on,augmented,0.76,True
HADOOP-17385,HADOOP-17018,augmented_soft_depends_on,augmented,0.757,True
HADOOP-17384,HADOOP-16961,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17384,HADOOP-17690,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17384,HADOOP-17367,augmented_soft_depends_on,augmented,0.797,True
HADOOP-17383,HADOOP-17388,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17383,HADOOP-17379,augmented_soft_depends_on,augmented,0.676,True
HADOOP-17383,HADOOP-16573,augmented_soft_depends_on,augmented,0.67,True
HADOOP-17382,HADOOP-16998,augmented_soft_depends_on,augmented,0.753,True
HADOOP-17382,HADOOP-17052,augmented_soft_depends_on,augmented,0.666,True
HADOOP-17382,HADOOP-16268,augmented_soft_depends_on,augmented,0.651,True
HADOOP-17381,HADOOP-17124,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17381,HADOOP-17562,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17381,HADOOP-17033,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17380,HADOOP-16881,augmented_soft_depends_on,augmented,0.708,True
HADOOP-17380,HADOOP-17709,augmented_soft_depends_on,augmented,0.659,True
HADOOP-17380,HADOOP-16685,augmented_soft_depends_on,augmented,0.655,True
HADOOP-17379,HADOOP-17740,augmented_soft_depends_on,augmented,0.743,True
HADOOP-17379,HADOOP-16242,augmented_soft_depends_on,augmented,0.738,True
HADOOP-17379,HADOOP-16550,augmented_soft_depends_on,augmented,0.729,True
HADOOP-17378,HADOOP-17130,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17378,HADOOP-16247,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17378,HADOOP-17533,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17377,HADOOP-17086,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17377,HADOOP-16340,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17377,HADOOP-17229,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17376,HADOOP-16330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17376,HADOOP-16321,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17376,HADOOP-16853,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17375,HADOOP-17322,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17375,HADOOP-16361,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17375,HADOOP-17457,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17374,HADOOP-17411,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17374,HADOOP-17401,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17374,HADOOP-16661,augmented_soft_depends_on,augmented,0.724,True
HADOOP-17373,HADOOP-17324,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17373,HADOOP-16602,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17373,HADOOP-16390,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17372,HADOOP-16470,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17372,HADOOP-16471,augmented_soft_depends_on,augmented,0.798,True
HADOOP-17372,HADOOP-16930,augmented_soft_depends_on,augmented,0.772,True
HADOOP-17371,HADOOP-16643,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17371,HADOOP-17633,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17371,HADOOP-16989,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17370,HADOOP-16588,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17370,HADOOP-17341,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17370,HADOOP-17482,augmented_soft_depends_on,augmented,0.737,True
HADOOP-17369,HADOOP-17009,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17369,HADOOP-16975,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17369,HADOOP-17438,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17368,HADOOP-16876,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17368,HADOOP-16623,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17368,HADOOP-16828,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17367,HADOOP-17384,augmented_soft_depends_on,augmented,0.797,True
HADOOP-17367,HADOOP-17450,augmented_soft_depends_on,augmented,0.777,True
HADOOP-17367,HADOOP-17586,augmented_soft_depends_on,augmented,0.734,True
HADOOP-17366,HADOOP-16381,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17366,HADOOP-17593,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17366,HADOOP-17007,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17365,HADOOP-17396,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17365,HADOOP-17060,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17365,HADOOP-16255,augmented_soft_depends_on,augmented,0.758,True
HADOOP-17364,HADOOP-17129,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17364,HADOOP-17246,augmented_soft_depends_on,augmented,0.719,True
HADOOP-17364,HADOOP-16216,augmented_soft_depends_on,augmented,0.684,True
HADOOP-17363,HADOOP-17067,augmented_soft_depends_on,augmented,0.746,True
HADOOP-17363,HADOOP-17377,augmented_soft_depends_on,augmented,0.711,True
HADOOP-17363,HADOOP-17092,augmented_soft_depends_on,augmented,0.67,True
HADOOP-17362,HADOOP-17304,augmented_soft_depends_on,augmented,0.744,True
HADOOP-17362,HADOOP-17238,augmented_soft_depends_on,augmented,0.713,True
HADOOP-17362,HADOOP-16257,augmented_soft_depends_on,augmented,0.693,True
HADOOP-17361,HADOOP-16780,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17361,HADOOP-17340,augmented_soft_depends_on,augmented,0.799,True
HADOOP-17361,HADOOP-17541,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17360,HADOOP-17389,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17360,HADOOP-17613,augmented_soft_depends_on,augmented,0.792,True
HADOOP-17360,HADOOP-17700,augmented_soft_depends_on,augmented,0.754,True
HADOOP-17359,HADOOP-16626,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17359,HADOOP-17192,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17359,HADOOP-17201,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17358,HADOOP-16286,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17358,HADOOP-17416,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17358,HADOOP-16876,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17357,HADOOP-16925,augmented_soft_depends_on,augmented,0.791,True
HADOOP-17357,HADOOP-17333,augmented_soft_depends_on,augmented,0.783,True
HADOOP-17357,HADOOP-16345,augmented_soft_depends_on,augmented,0.773,True
HADOOP-17356,HADOOP-17165,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17356,HADOOP-17431,augmented_soft_depends_on,augmented,0.772,True
HADOOP-17356,HADOOP-17741,augmented_soft_depends_on,augmented,0.759,True
HADOOP-17355,HADOOP-16993,augmented_soft_depends_on,augmented,0.691,True
HADOOP-17355,HADOOP-17541,augmented_soft_depends_on,augmented,0.686,True
HADOOP-17355,HADOOP-16514,augmented_soft_depends_on,augmented,0.658,True
HADOOP-17354,HADOOP-17024,augmented_soft_depends_on,augmented,0.71,True
HADOOP-17354,HADOOP-16644,augmented_soft_depends_on,augmented,0.69,True
HADOOP-17354,HADOOP-16296,augmented_soft_depends_on,augmented,0.681,True
HADOOP-17353,HADOOP-17775,augmented_soft_depends_on,augmented,0.769,True
HADOOP-17353,HADOOP-16331,augmented_soft_depends_on,augmented,0.742,True
HADOOP-17353,HADOOP-16827,augmented_soft_depends_on,augmented,0.742,True
HADOOP-17352,HADOOP-16688,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17352,HADOOP-17252,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17352,HADOOP-16747,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17351,HADOOP-17315,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17351,HADOOP-16867,augmented_soft_depends_on,augmented,0.787,True
HADOOP-17351,HADOOP-17676,augmented_soft_depends_on,augmented,0.759,True
HADOOP-17350,HADOOP-17084,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17350,HADOOP-16929,augmented_soft_depends_on,augmented,0.792,True
HADOOP-17350,HADOOP-17693,augmented_soft_depends_on,augmented,0.725,True
HADOOP-17349,HADOOP-16809,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17349,HADOOP-17707,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17349,HADOOP-16701,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17348,HADOOP-17502,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17348,HADOOP-16609,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17348,HADOOP-17160,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17347,HADOOP-17764,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17347,HADOOP-17263,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17347,HADOOP-17250,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17346,HADOOP-17280,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17346,HADOOP-17741,augmented_soft_depends_on,augmented,0.7,True
HADOOP-17346,HADOOP-17165,augmented_soft_depends_on,augmented,0.7,True
HADOOP-17345,HADOOP-17787,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17345,HADOOP-16195,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17345,HADOOP-16970,augmented_soft_depends_on,augmented,0.792,True
HADOOP-17344,HADOOP-17775,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17344,HADOOP-16924,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17344,HADOOP-16331,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17343,HADOOP-17735,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17343,HADOOP-17615,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17343,HADOOP-17444,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17342,HADOOP-17067,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17342,HADOOP-16658,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17342,HADOOP-17121,augmented_soft_depends_on,augmented,0.789,True
HADOOP-17341,HADOOP-17033,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17341,HADOOP-16588,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17341,HADOOP-17370,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17340,HADOOP-17361,augmented_soft_depends_on,augmented,0.799,True
HADOOP-17340,HADOOP-16431,augmented_soft_depends_on,augmented,0.779,True
HADOOP-17340,HADOOP-16834,augmented_soft_depends_on,augmented,0.763,True
HADOOP-17338,HADOOP-17500,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17338,HADOOP-17192,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17338,HADOOP-17009,augmented_soft_depends_on,augmented,0.768,True
HADOOP-17337,HADOOP-17192,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17337,HADOOP-16347,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17337,HADOOP-17130,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17336,HADOOP-16785,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17336,HADOOP-17330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17336,HADOOP-16865,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17335,HADOOP-17131,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17335,HADOOP-17074,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17335,HADOOP-17748,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17334,HADOOP-17446,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17334,HADOOP-17758,augmented_soft_depends_on,augmented,0.785,True
HADOOP-17334,HADOOP-16695,augmented_soft_depends_on,augmented,0.78,True
HADOOP-17333,HADOOP-16345,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17333,HADOOP-16897,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17333,HADOOP-17468,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17332,HADOOP-16436,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17332,HADOOP-16586,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17332,HADOOP-16247,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17331,HADOOP-17749,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17331,HADOOP-17472,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17331,HADOOP-17687,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17330,HADOOP-16625,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17330,HADOOP-17210,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17330,HADOOP-16734,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17329,HADOOP-16861,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17329,HADOOP-17573,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17329,HADOOP-16270,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17328,HADOOP-17723,augmented_soft_depends_on,augmented,0.688,True
HADOOP-17328,HADOOP-16280,augmented_soft_depends_on,augmented,0.685,True
HADOOP-17327,HADOOP-16238,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17327,HADOOP-17324,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17327,HADOOP-17530,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17326,HADOOP-17007,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17326,HADOOP-17078,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17326,HADOOP-17298,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17325,HADOOP-16649,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17325,HADOOP-17645,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17325,HADOOP-16874,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17324,HADOOP-16238,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17324,HADOOP-17327,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17324,HADOOP-16503,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17323,HADOOP-16465,augmented_soft_depends_on,augmented,0.778,True
HADOOP-17323,HADOOP-17134,augmented_soft_depends_on,augmented,0.744,True
HADOOP-17323,HADOOP-17271,augmented_soft_depends_on,augmented,0.726,True
HADOOP-17322,HADOOP-17375,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17322,HADOOP-16361,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17322,HADOOP-17457,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17321,HADOOP-16431,augmented_soft_depends_on,augmented,0.704,True
HADOOP-17321,HADOOP-17744,augmented_soft_depends_on,augmented,0.684,True
HADOOP-17320,HADOOP-17713,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17320,HADOOP-16880,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17320,HADOOP-17647,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17318,HADOOP-17594,augmented_soft_depends_on,augmented,0.763,True
HADOOP-17318,HADOOP-17406,augmented_soft_depends_on,augmented,0.696,True
HADOOP-17318,HADOOP-17483,augmented_soft_depends_on,augmented,0.685,True
HADOOP-17317,HADOOP-17049,augmented_soft_depends_on,augmented,0.797,True
HADOOP-17317,HADOOP-16311,augmented_soft_depends_on,augmented,0.726,True
HADOOP-17317,HADOOP-17198,augmented_soft_depends_on,augmented,0.682,True
HADOOP-17316,HADOOP-17602,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17316,HADOOP-17769,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17316,HADOOP-17684,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17313,HADOOP-17334,augmented_soft_depends_on,augmented,0.669,True
HADOOP-17313,HADOOP-16546,augmented_soft_depends_on,augmented,0.662,True
HADOOP-17313,HADOOP-16461,augmented_soft_depends_on,augmented,0.658,True
HADOOP-17312,HADOOP-17156,augmented_soft_depends_on,augmented,0.8,True
HADOOP-17312,HADOOP-16998,augmented_soft_depends_on,augmented,0.747,True
