source,target,link_type,direction,confidence,inferred
HADOOP-16914,HADOOP-17166,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16914,HADOOP-17016,augmented_soft_depends_on,augmented,0.777,True
HADOOP-16914,HADOOP-16965,augmented_soft_depends_on,augmented,0.727,True
HADOOP-16913,HADOOP-17058,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16913,HADOOP-16762,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16913,HADOOP-16205,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16912,HADOOP-16290,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16912,HADOOP-17010,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16912,HADOOP-16266,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16911,HADOOP-17744,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16911,HADOOP-17587,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16911,HADOOP-16226,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16910,HADOOP-17474,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16910,HADOOP-16234,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16910,HADOOP-16762,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16909,HADOOP-16374,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16909,HADOOP-16394,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16909,HADOOP-16428,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16908,HADOOP-16485,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16908,HADOOP-17094,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16908,HADOOP-16619,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16907,HADOOP-16899,augmented_soft_depends_on,augmented,0.777,True
HADOOP-16907,HADOOP-16841,augmented_soft_depends_on,augmented,0.721,True
HADOOP-16907,HADOOP-17290,augmented_soft_depends_on,augmented,0.707,True
HADOOP-16906,HADOOP-17156,augmented_soft_depends_on,augmented,0.763,True
HADOOP-16906,HADOOP-16998,augmented_soft_depends_on,augmented,0.758,True
HADOOP-16906,HADOOP-17461,augmented_soft_depends_on,augmented,0.694,True
HADOOP-16905,HADOOP-16487,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16905,HADOOP-17094,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16905,HADOOP-16619,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16904,HADOOP-16774,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16904,HADOOP-16565,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16904,HADOOP-17373,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16903,HADOOP-17325,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16903,HADOOP-17280,augmented_soft_depends_on,augmented,0.778,True
HADOOP-16903,HADOOP-16521,augmented_soft_depends_on,augmented,0.768,True
HADOOP-16902,HADOOP-17402,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16902,HADOOP-16604,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16902,HADOOP-17502,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16900,HADOOP-16306,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16900,HADOOP-16189,augmented_soft_depends_on,augmented,0.773,True
HADOOP-16900,HADOOP-16796,augmented_soft_depends_on,augmented,0.738,True
HADOOP-16899,HADOOP-16439,augmented_soft_depends_on,augmented,0.795,True
HADOOP-16899,HADOOP-16841,augmented_soft_depends_on,augmented,0.782,True
HADOOP-16899,HADOOP-16907,augmented_soft_depends_on,augmented,0.777,True
HADOOP-16898,HADOOP-16268,augmented_soft_depends_on,augmented,0.672,True
HADOOP-16898,HADOOP-17273,augmented_soft_depends_on,augmented,0.664,True
HADOOP-16898,HADOOP-17255,augmented_soft_depends_on,augmented,0.657,True
HADOOP-16897,HADOOP-16345,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16897,HADOOP-17333,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16897,HADOOP-17468,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16896,HADOOP-17385,augmented_soft_depends_on,augmented,0.726,True
HADOOP-16896,HADOOP-17034,augmented_soft_depends_on,augmented,0.672,True
HADOOP-16896,HADOOP-16934,augmented_soft_depends_on,augmented,0.654,True
HADOOP-16895,HADOOP-17739,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16895,HADOOP-16860,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16895,HADOOP-17696,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16894,HADOOP-16688,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16894,HADOOP-17079,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16894,HADOOP-17408,augmented_soft_depends_on,augmented,0.784,True
HADOOP-16893,HADOOP-17585,augmented_soft_depends_on,augmented,0.755,True
HADOOP-16893,HADOOP-17480,augmented_soft_depends_on,augmented,0.737,True
HADOOP-16893,HADOOP-16514,augmented_soft_depends_on,augmented,0.707,True
HADOOP-16892,HADOOP-16778,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16892,HADOOP-17330,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16892,HADOOP-16734,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16890,HADOOP-16933,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16890,HADOOP-16658,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16890,HADOOP-17067,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16888,HADOOP-17000,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16888,HADOOP-17565,augmented_soft_depends_on,augmented,0.724,True
HADOOP-16888,HADOOP-17297,augmented_soft_depends_on,augmented,0.703,True
HADOOP-16887,HADOOP-17147,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16887,HADOOP-16755,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16887,HADOOP-16515,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16886,HADOOP-17538,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16886,HADOOP-16712,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16886,HADOOP-16656,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16885,HADOOP-16878,augmented_soft_depends_on,augmented,0.737,True
HADOOP-16885,HADOOP-16189,augmented_soft_depends_on,augmented,0.733,True
HADOOP-16885,HADOOP-17623,augmented_soft_depends_on,augmented,0.703,True
HADOOP-16883,HADOOP-16891,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16883,HADOOP-17601,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16883,HADOOP-17563,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16882,HADOOP-17249,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16882,HADOOP-16905,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16882,HADOOP-17094,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16881,HADOOP-17709,augmented_soft_depends_on,augmented,0.76,True
HADOOP-16881,HADOOP-17380,augmented_soft_depends_on,augmented,0.708,True
HADOOP-16881,HADOOP-17775,augmented_soft_depends_on,augmented,0.688,True
HADOOP-16880,HADOOP-17320,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16880,HADOOP-17647,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16880,HADOOP-16545,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16879,HADOOP-16804,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16879,HADOOP-17244,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16879,HADOOP-16420,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16878,HADOOP-16190,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16878,HADOOP-16189,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16878,HADOOP-16885,augmented_soft_depends_on,augmented,0.737,True
HADOOP-16877,HADOOP-16430,augmented_soft_depends_on,augmented,0.687,True
HADOOP-16877,HADOOP-16759,augmented_soft_depends_on,augmented,0.672,True
HADOOP-16877,HADOOP-17323,augmented_soft_depends_on,augmented,0.655,True
HADOOP-16876,HADOOP-16623,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16876,HADOOP-16284,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16876,HADOOP-16286,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16875,HADOOP-16426,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16875,HADOOP-16790,augmented_soft_depends_on,augmented,0.75,True
HADOOP-16875,HADOOP-17271,augmented_soft_depends_on,augmented,0.711,True
HADOOP-16874,HADOOP-16247,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16874,HADOOP-17325,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16874,HADOOP-16682,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16873,HADOOP-16579,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16873,HADOOP-17612,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16873,HADOOP-17253,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16872,HADOOP-16440,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16872,HADOOP-16374,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16872,HADOOP-17256,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16871,HADOOP-16451,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16871,HADOOP-17171,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16871,HADOOP-16803,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16870,HADOOP-17674,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16870,HADOOP-16869,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16870,HADOOP-17529,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16869,HADOOP-16870,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16869,HADOOP-17674,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16869,HADOOP-16418,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16868,HADOOP-17143,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16868,HADOOP-17142,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16868,HADOOP-16238,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16867,HADOOP-17288,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16867,HADOOP-17659,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16867,HADOOP-16595,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16865,HADOOP-17495,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16865,HADOOP-17249,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16865,HADOOP-17651,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16864,HADOOP-17397,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16864,HADOOP-16916,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16864,HADOOP-16730,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16863,HADOOP-17730,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16863,HADOOP-16754,augmented_soft_depends_on,augmented,0.764,True
HADOOP-16863,HADOOP-16626,augmented_soft_depends_on,augmented,0.706,True
HADOOP-16862,HADOOP-16554,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16862,HADOOP-16681,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16862,HADOOP-16928,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16861,HADOOP-17573,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16861,HADOOP-16270,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16861,HADOOP-17329,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16860,HADOOP-16858,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16860,HADOOP-16443,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16860,HADOOP-16895,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16859,HADOOP-17058,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16859,HADOOP-17474,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16859,HADOOP-17272,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16858,HADOOP-16860,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16858,HADOOP-17519,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16858,HADOOP-17460,augmented_soft_depends_on,augmented,0.799,True
HADOOP-16857,HADOOP-16969,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16857,HADOOP-16660,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16857,HADOOP-16704,augmented_soft_depends_on,augmented,0.768,True
HADOOP-16856,HADOOP-17120,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16856,HADOOP-17635,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16856,HADOOP-17506,augmented_soft_depends_on,augmented,0.664,True
HADOOP-16855,HADOOP-16649,augmented_soft_depends_on,augmented,0.756,True
HADOOP-16855,HADOOP-17325,augmented_soft_depends_on,augmented,0.705,True
HADOOP-16855,HADOOP-16196,augmented_soft_depends_on,augmented,0.691,True
HADOOP-16854,HADOOP-17413,augmented_soft_depends_on,augmented,0.79,True
HADOOP-16854,HADOOP-16475,augmented_soft_depends_on,augmented,0.756,True
HADOOP-16854,HADOOP-16705,augmented_soft_depends_on,augmented,0.716,True
HADOOP-16853,HADOOP-16313,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16853,HADOOP-17376,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16853,HADOOP-17136,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16852,HADOOP-17764,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16852,HADOOP-17347,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16852,HADOOP-17181,augmented_soft_depends_on,augmented,0.735,True
HADOOP-16851,HADOOP-17559,augmented_soft_depends_on,augmented,0.66,True
HADOOP-16851,HADOOP-16949,augmented_soft_depends_on,augmented,0.655,True
HADOOP-16851,HADOOP-17114,augmented_soft_depends_on,augmented,0.65,True
HADOOP-16850,HADOOP-16618,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16850,HADOOP-16833,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16850,HADOOP-16570,augmented_soft_depends_on,augmented,0.744,True
HADOOP-16849,HADOOP-17307,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16849,HADOOP-16240,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16849,HADOOP-17153,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16848,HADOOP-17795,augmented_soft_depends_on,augmented,0.75,True
HADOOP-16848,HADOOP-17333,augmented_soft_depends_on,augmented,0.651,True
HADOOP-16847,HADOOP-17380,augmented_soft_depends_on,augmented,0.655,True
HADOOP-16846,HADOOP-17802,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16846,HADOOP-17502,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16846,HADOOP-16609,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16845,HADOOP-16842,augmented_soft_depends_on,augmented,0.702,True
HADOOP-16845,HADOOP-17641,augmented_soft_depends_on,augmented,0.679,True
HADOOP-16845,HADOOP-16868,augmented_soft_depends_on,augmented,0.672,True
HADOOP-16844,HADOOP-16202,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16844,HADOOP-16501,augmented_soft_depends_on,augmented,0.776,True
HADOOP-16844,HADOOP-16911,augmented_soft_depends_on,augmented,0.733,True
HADOOP-16843,HADOOP-17141,augmented_soft_depends_on,augmented,0.729,True
HADOOP-16843,HADOOP-17476,augmented_soft_depends_on,augmented,0.727,True
HADOOP-16843,HADOOP-16974,augmented_soft_depends_on,augmented,0.675,True
HADOOP-16842,HADOOP-17641,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16842,HADOOP-17694,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16842,HADOOP-17193,augmented_soft_depends_on,augmented,0.765,True
HADOOP-16841,HADOOP-16899,augmented_soft_depends_on,augmented,0.782,True
HADOOP-16841,HADOOP-17478,augmented_soft_depends_on,augmented,0.767,True
HADOOP-16841,HADOOP-16907,augmented_soft_depends_on,augmented,0.721,True
HADOOP-16840,HADOOP-17032,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16840,HADOOP-16421,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16840,HADOOP-16967,augmented_soft_depends_on,augmented,0.779,True
HADOOP-16838,HADOOP-17705,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16838,HADOOP-17771,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16838,HADOOP-16481,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16837,HADOOP-17488,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16837,HADOOP-16525,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16837,HADOOP-17809,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16835,HADOOP-16647,augmented_soft_depends_on,augmented,0.722,True
HADOOP-16835,HADOOP-16460,augmented_soft_depends_on,augmented,0.68,True
HADOOP-16835,HADOOP-16410,augmented_soft_depends_on,augmented,0.673,True
HADOOP-16834,HADOOP-16232,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16834,HADOOP-17340,augmented_soft_depends_on,augmented,0.763,True
HADOOP-16834,HADOOP-17049,augmented_soft_depends_on,augmented,0.755,True
HADOOP-16833,HADOOP-17446,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16833,HADOOP-17550,augmented_soft_depends_on,augmented,0.777,True
HADOOP-16833,HADOOP-16850,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16832,HADOOP-17455,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16832,HADOOP-17412,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16832,HADOOP-16749,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16831,HADOOP-16615,augmented_soft_depends_on,augmented,0.798,True
HADOOP-16831,HADOOP-17660,augmented_soft_depends_on,augmented,0.784,True
HADOOP-16831,HADOOP-17583,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16830,HADOOP-17469,augmented_soft_depends_on,augmented,0.734,True
HADOOP-16830,HADOOP-16456,augmented_soft_depends_on,augmented,0.713,True
HADOOP-16830,HADOOP-17271,augmented_soft_depends_on,augmented,0.692,True
HADOOP-16828,HADOOP-17368,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16828,HADOOP-16623,augmented_soft_depends_on,augmented,0.743,True
HADOOP-16828,HADOOP-16454,augmented_soft_depends_on,augmented,0.736,True
HADOOP-16827,HADOOP-17353,augmented_soft_depends_on,augmented,0.742,True
HADOOP-16827,HADOOP-16546,augmented_soft_depends_on,augmented,0.719,True
HADOOP-16826,HADOOP-17129,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16826,HADOOP-17474,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16826,HADOOP-16758,augmented_soft_depends_on,augmented,0.749,True
HADOOP-16825,HADOOP-16321,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16825,HADOOP-17376,augmented_soft_depends_on,augmented,0.769,True
HADOOP-16825,HADOOP-17616,augmented_soft_depends_on,augmented,0.703,True
HADOOP-16824,HADOOP-17669,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16824,HADOOP-17692,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16824,HADOOP-17739,augmented_soft_depends_on,augmented,0.783,True
HADOOP-16823,HADOOP-16445,augmented_soft_depends_on,augmented,0.793,True
HADOOP-16823,HADOOP-16796,augmented_soft_depends_on,augmented,0.775,True
HADOOP-16823,HADOOP-16423,augmented_soft_depends_on,augmented,0.747,True
HADOOP-16822,HADOOP-17326,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16822,HADOOP-17005,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16822,HADOOP-17068,augmented_soft_depends_on,augmented,0.75,True
HADOOP-16821,HADOOP-17039,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16821,HADOOP-16596,augmented_soft_depends_on,augmented,0.744,True
HADOOP-16821,HADOOP-16595,augmented_soft_depends_on,augmented,0.733,True
HADOOP-16820,HADOOP-17739,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16820,HADOOP-17696,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16820,HADOOP-17734,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16818,HADOOP-17404,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16818,HADOOP-16713,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16818,HADOOP-17715,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16817,HADOOP-16579,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16817,HADOOP-17224,augmented_soft_depends_on,augmented,0.766,True
HADOOP-16817,HADOOP-17612,augmented_soft_depends_on,augmented,0.748,True
HADOOP-16816,HADOOP-17292,augmented_soft_depends_on,augmented,0.779,True
HADOOP-16816,HADOOP-17125,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16816,HADOOP-17399,augmented_soft_depends_on,augmented,0.738,True
HADOOP-16813,HADOOP-17399,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16813,HADOOP-16739,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16813,HADOOP-16263,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16812,HADOOP-16813,augmented_soft_depends_on,augmented,0.741,True
HADOOP-16812,HADOOP-16739,augmented_soft_depends_on,augmented,0.664,True
HADOOP-16811,HADOOP-17316,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16811,HADOOP-17769,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16811,HADOOP-17768,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16810,HADOOP-16225,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16810,HADOOP-17282,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16810,HADOOP-17703,augmented_soft_depends_on,augmented,0.75,True
HADOOP-16809,HADOOP-17707,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16809,HADOOP-16701,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16809,HADOOP-17349,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16808,HADOOP-17661,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16808,HADOOP-16870,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16808,HADOOP-16772,augmented_soft_depends_on,augmented,0.799,True
HADOOP-16807,HADOOP-16482,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16807,HADOOP-17214,augmented_soft_depends_on,augmented,0.798,True
HADOOP-16807,HADOOP-16540,augmented_soft_depends_on,augmented,0.763,True
HADOOP-16806,HADOOP-16805,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16806,HADOOP-17704,augmented_soft_depends_on,augmented,0.716,True
HADOOP-16806,HADOOP-16552,augmented_soft_depends_on,augmented,0.703,True
HADOOP-16805,HADOOP-16806,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16805,HADOOP-17188,augmented_soft_depends_on,augmented,0.794,True
HADOOP-16805,HADOOP-17735,augmented_soft_depends_on,augmented,0.757,True
HADOOP-16804,HADOOP-16879,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16804,HADOOP-16420,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16804,HADOOP-17244,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16803,HADOOP-16675,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16803,HADOOP-16619,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16803,HADOOP-16905,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16802,HADOOP-16862,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16802,HADOOP-17277,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16802,HADOOP-17309,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16801,HADOOP-16684,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16801,HADOOP-16563,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16801,HADOOP-16396,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16800,HADOOP-16343,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16800,HADOOP-16934,augmented_soft_depends_on,augmented,0.776,True
HADOOP-16800,HADOOP-16926,augmented_soft_depends_on,augmented,0.759,True
HADOOP-16799,HADOOP-17061,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16799,HADOOP-17511,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16799,HADOOP-16979,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16798,HADOOP-16357,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16798,HADOOP-17584,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16798,HADOOP-16570,augmented_soft_depends_on,augmented,0.725,True
HADOOP-16797,HADOOP-17693,augmented_soft_depends_on,augmented,0.793,True
HADOOP-16797,HADOOP-17678,augmented_soft_depends_on,augmented,0.793,True
HADOOP-16797,HADOOP-17084,augmented_soft_depends_on,augmented,0.755,True
HADOOP-16796,HADOOP-17188,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16796,HADOOP-17198,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16796,HADOOP-16930,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16795,HADOOP-17009,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16795,HADOOP-16299,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16795,HADOOP-16747,augmented_soft_depends_on,augmented,0.748,True
HADOOP-16794,HADOOP-17167,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16794,HADOOP-16316,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16794,HADOOP-17617,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16793,HADOOP-16243,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16793,HADOOP-16208,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16793,HADOOP-16310,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16792,HADOOP-16310,augmented_soft_depends_on,augmented,0.745,True
HADOOP-16792,HADOOP-17290,augmented_soft_depends_on,augmented,0.727,True
HADOOP-16792,HADOOP-17677,augmented_soft_depends_on,augmented,0.726,True
HADOOP-16791,HADOOP-16262,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16791,HADOOP-17652,augmented_soft_depends_on,augmented,0.751,True
HADOOP-16791,HADOOP-17474,augmented_soft_depends_on,augmented,0.718,True
HADOOP-16790,HADOOP-16786,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16790,HADOOP-16875,augmented_soft_depends_on,augmented,0.75,True
HADOOP-16790,HADOOP-17623,augmented_soft_depends_on,augmented,0.704,True
HADOOP-16789,HADOOP-16187,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16789,HADOOP-16291,augmented_soft_depends_on,augmented,0.788,True
HADOOP-16789,HADOOP-16372,augmented_soft_depends_on,augmented,0.784,True
HADOOP-16788,HADOOP-17009,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16788,HADOOP-17432,augmented_soft_depends_on,augmented,0.791,True
HADOOP-16788,HADOOP-16270,augmented_soft_depends_on,augmented,0.771,True
HADOOP-16787,HADOOP-17051,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16787,HADOOP-16640,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16787,HADOOP-16915,augmented_soft_depends_on,augmented,0.736,True
HADOOP-16786,HADOOP-17404,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16786,HADOOP-17590,augmented_soft_depends_on,augmented,0.8,True
HADOOP-16786,HADOOP-16790,augmented_soft_depends_on,augmented,0.8,True
