source,target,link_type,direction,edge_source,confidence
GEODE-4539,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4539,GEODE-4532,shared_component,outward,heuristic_inference,0.83
GEODE-4539,GEODE-4459,shared_component,outward,heuristic_inference,0.73
GEODE-4540,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4540,GEODE-4534,shared_component,outward,heuristic_inference,0.83
GEODE-4540,GEODE-4465,shared_component,outward,heuristic_inference,0.73
GEODE-4546,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4546,GEODE-4540,shared_component,outward,heuristic_inference,0.83
GEODE-4546,GEODE-4454,shared_component,outward,heuristic_inference,0.73
GEODE-4552,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4552,GEODE-4546,shared_component,outward,heuristic_inference,0.83
GEODE-4552,GEODE-4465,shared_component,outward,heuristic_inference,0.73
GEODE-4554,GEODE-4552,project_flow,outward,heuristic_inference,0.91
GEODE-4554,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4554,GEODE-4546,shared_component,outward,heuristic_inference,0.83
GEODE-4555,GEODE-4552,project_flow,outward,heuristic_inference,0.91
GEODE-4555,GEODE-4554,project_flow,outward,heuristic_inference,0.91
GEODE-4555,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4556,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4556,GEODE-4470,shared_component,outward,heuristic_inference,0.73
GEODE-4556,GEODE-4489,shared_component,outward,heuristic_inference,0.73
GEODE-4563,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4563,GEODE-4453,shared_component,outward,heuristic_inference,0.81
GEODE-4563,GEODE-4455,shared_component,outward,heuristic_inference,0.73
GEODE-4584,GEODE-3583,parent_of,outward,parent_child,0.9
GEODE-4584,GEODE-4465,shared_component,outward,heuristic_inference,0.73
GEODE-4584,GEODE-4474,shared_component,outward,heuristic_inference,0.73
GEODE-6541,GEODE-4728,shared_component,outward,heuristic_inference,0.7
GEODE-6542,GEODE-6541,parent_of,outward,parent_child,0.9
GEODE-6543,GEODE-6542,project_flow,outward,heuristic_inference,0.91
GEODE-6543,GEODE-6541,parent_of,outward,parent_child,0.9
GEODE-7666,GEODE-7665,project_flow,outward,heuristic_inference,0.95
GEODE-7668,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-7668,GEODE-7666,project_flow,outward,heuristic_inference,0.79
GEODE-7671,GEODE-7666,shared_component,outward,heuristic_inference,0.95
GEODE-7671,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-7673,GEODE-7666,shared_component,outward,heuristic_inference,0.95
GEODE-7673,GEODE-7671,project_flow,outward,heuristic_inference,0.95
GEODE-7673,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-7675,GEODE-7671,shared_component,outward,heuristic_inference,0.95
GEODE-7675,GEODE-7673,project_flow,outward,heuristic_inference,0.95
GEODE-7675,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-7677,GEODE-7671,shared_component,outward,heuristic_inference,0.95
GEODE-7677,GEODE-7673,shared_component,outward,heuristic_inference,0.95
GEODE-7677,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-7681,GEODE-7671,shared_component,outward,heuristic_inference,0.95
GEODE-7681,GEODE-7673,shared_component,outward,heuristic_inference,0.95
GEODE-7681,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-8160,GEODE-2484,parent_of,outward,parent_child,0.9
GEODE-8161,GEODE-8160,cloners,outward,explicit_link,1.0
GEODE-8161,GEODE-2484,parent_of,outward,parent_child,0.9
GEODE-8162,GEODE-8161,cloners,outward,explicit_link,1.0
GEODE-8162,GEODE-8160,project_flow,outward,heuristic_inference,0.91
GEODE-8162,GEODE-2484,parent_of,outward,parent_child,0.9
GEODE-8163,GEODE-8162,cloners,outward,explicit_link,1.0
GEODE-8163,GEODE-8160,project_flow,outward,heuristic_inference,0.91
GEODE-8163,GEODE-8161,project_flow,outward,heuristic_inference,0.91
GEODE-8163,GEODE-2484,parent_of,outward,parent_child,0.9
GEODE-8164,GEODE-8163,cloners,outward,explicit_link,1.0
GEODE-8164,GEODE-8161,project_flow,outward,heuristic_inference,0.91
GEODE-8164,GEODE-8162,project_flow,outward,heuristic_inference,0.91
GEODE-8164,GEODE-2484,parent_of,outward,parent_child,0.9
GEODE-8165,GEODE-8164,cloners,outward,explicit_link,1.0
GEODE-8165,GEODE-8162,project_flow,outward,heuristic_inference,0.91
GEODE-8165,GEODE-8163,project_flow,outward,heuristic_inference,0.91
GEODE-8165,GEODE-2484,parent_of,outward,parent_child,0.9
GEODE-9123,GEODE-7665,parent_of,outward,parent_child,0.9
GEODE-9123,GEODE-7675,shared_component,outward,heuristic_inference,0.88
GEODE-9452,GEODE-9451,parent_of,outward,parent_child,0.9
GEODE-9453,GEODE-9452,project_flow,outward,heuristic_inference,0.95
GEODE-9453,GEODE-9451,parent_of,outward,parent_child,0.9
GEODE-9454,GEODE-9452,project_flow,outward,heuristic_inference,0.95
GEODE-9454,GEODE-9453,project_flow,outward,heuristic_inference,0.95
GEODE-9454,GEODE-9451,parent_of,outward,parent_child,0.9
GEODE-9456,GEODE-9454,project_flow,outward,heuristic_inference,0.95
GEODE-9456,GEODE-9451,parent_of,outward,parent_child,0.9
GEODE-9456,GEODE-9452,shared_component,outward,heuristic_inference,0.89
GERONIMO-3278,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3279,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3279,GERONIMO-3278,project_flow,outward,heuristic_inference,0.75
GERONIMO-3280,GERONIMO-3279,project_flow,outward,heuristic_inference,0.95
GERONIMO-3280,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3280,GERONIMO-3278,project_flow,outward,heuristic_inference,0.75
GERONIMO-3281,GERONIMO-3278,project_flow,outward,heuristic_inference,0.95
GERONIMO-3281,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3281,GERONIMO-3279,project_flow,outward,heuristic_inference,0.75
GERONIMO-3282,GERONIMO-3279,project_flow,outward,heuristic_inference,0.93
GERONIMO-3282,GERONIMO-3280,project_flow,outward,heuristic_inference,0.93
GERONIMO-3282,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3283,GERONIMO-3281,project_flow,outward,heuristic_inference,0.93
GERONIMO-3283,GERONIMO-3282,project_flow,outward,heuristic_inference,0.93
GERONIMO-3283,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3284,GERONIMO-3281,project_flow,outward,heuristic_inference,0.95
GERONIMO-3284,GERONIMO-3278,shared_component,outward,heuristic_inference,0.94
GERONIMO-3284,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3285,GERONIMO-3283,project_flow,outward,heuristic_inference,0.95
GERONIMO-3285,GERONIMO-3281,shared_component,outward,heuristic_inference,0.94
GERONIMO-3285,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3286,GERONIMO-3284,project_flow,outward,heuristic_inference,0.95
GERONIMO-3286,GERONIMO-3278,shared_component,outward,heuristic_inference,0.94
GERONIMO-3286,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3287,GERONIMO-3285,project_flow,outward,heuristic_inference,0.95
GERONIMO-3287,GERONIMO-3286,project_flow,outward,heuristic_inference,0.95
GERONIMO-3287,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3288,GERONIMO-3281,shared_component,outward,heuristic_inference,0.95
GERONIMO-3288,GERONIMO-3285,project_flow,outward,heuristic_inference,0.95
GERONIMO-3288,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3289,GERONIMO-3282,shared_component,outward,heuristic_inference,0.95
GERONIMO-3289,GERONIMO-3286,project_flow,outward,heuristic_inference,0.93
GERONIMO-3289,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3290,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3290,GERONIMO-3287,project_flow,outward,heuristic_inference,0.75
GERONIMO-3290,GERONIMO-3288,project_flow,outward,heuristic_inference,0.75
GERONIMO-3292,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3292,GERONIMO-3289,project_flow,outward,heuristic_inference,0.75
GERONIMO-3292,GERONIMO-3290,project_flow,outward,heuristic_inference,0.75
GERONIMO-3293,GERONIMO-3292,project_flow,outward,heuristic_inference,0.93
GERONIMO-3293,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3293,GERONIMO-3290,project_flow,outward,heuristic_inference,0.75
GERONIMO-3294,GERONIMO-3292,project_flow,outward,heuristic_inference,0.93
GERONIMO-3294,GERONIMO-3293,project_flow,outward,heuristic_inference,0.93
GERONIMO-3294,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3295,GERONIMO-3244,parent_of,outward,parent_child,0.9
GERONIMO-3295,GERONIMO-3292,project_flow,outward,heuristic_inference,0.75
GERONIMO-3295,GERONIMO-3293,project_flow,outward,heuristic_inference,0.75
GERONIMO-4195,GERONIMO-3433,parent_of,outward,parent_child,0.9
GERONIMO-4196,GERONIMO-4195,project_flow,outward,heuristic_inference,0.95
GERONIMO-4196,GERONIMO-3433,parent_of,outward,parent_child,0.9
GERONIMO-4908,GERONIMO-5087,parent_of,outward,parent_child,0.9
GERONIMO-4909,GERONIMO-5087,parent_of,outward,parent_child,0.9
GERONIMO-4909,GERONIMO-4908,project_flow,outward,heuristic_inference,0.89
GERONIMO-4913,GERONIMO-5087,parent_of,outward,parent_child,0.9
GERONIMO-4913,GERONIMO-4908,shared_fix_version,outward,heuristic_inference,0.81
GERONIMO-4913,GERONIMO-4909,shared_fix_version,outward,heuristic_inference,0.81
GERONIMO-4921,GERONIMO-5087,parent_of,outward,parent_child,0.9
GERONIMO-4921,GERONIMO-4909,shared_fix_version,outward,heuristic_inference,0.89
GERONIMO-4921,GERONIMO-4913,shared_fix_version,outward,heuristic_inference,0.81
GERONIMO-5087,GERONIMO-4921,shared_fix_version,outward,heuristic_inference,0.81
GERONIMODEVTOOLS-363,GERONIMODEVTOOLS-407,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-368,GERONIMODEVTOOLS-363,shared_fix_version,outward,heuristic_inference,0.73
GERONIMODEVTOOLS-374,GERONIMODEVTOOLS-368,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-374,GERONIMODEVTOOLS-363,shared_fix_version,outward,heuristic_inference,0.71
GERONIMODEVTOOLS-375,GERONIMODEVTOOLS-368,shared_fix_version,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-375,GERONIMODEVTOOLS-374,project_flow,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-376,GERONIMODEVTOOLS-374,project_flow,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-376,GERONIMODEVTOOLS-375,project_flow,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-390,GERONIMODEVTOOLS-368,shared_fix_version,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-390,GERONIMODEVTOOLS-375,shared_fix_version,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-407,GERONIMODEVTOOLS-259,shared_component,outward,heuristic_inference,0.75
GERONIMODEVTOOLS-407,GERONIMODEVTOOLS-390,shared_fix_version,outward,heuristic_inference,0.71
GERONIMODEVTOOLS-447,GERONIMODEVTOOLS-407,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-447,GERONIMODEVTOOLS-363,shared_fix_version,outward,heuristic_inference,0.71
GERONIMODEVTOOLS-461,GERONIMODEVTOOLS-363,shared_fix_version,outward,heuristic_inference,0.71
GERONIMODEVTOOLS-461,GERONIMODEVTOOLS-374,shared_fix_version,outward,heuristic_inference,0.71
GERONIMODEVTOOLS-486,GERONIMODEVTOOLS-407,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-486,GERONIMODEVTOOLS-461,shared_fix_version,outward,heuristic_inference,0.79
GERONIMODEVTOOLS-486,GERONIMODEVTOOLS-363,shared_fix_version,outward,heuristic_inference,0.71
GERONIMODEVTOOLS-487,GERONIMODEVTOOLS-407,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-487,GERONIMODEVTOOLS-486,project_flow,outward,heuristic_inference,0.89
GERONIMODEVTOOLS-487,GERONIMODEVTOOLS-461,shared_fix_version,outward,heuristic_inference,0.79
GERONIMODEVTOOLS-490,GERONIMODEVTOOLS-487,project_flow,outward,heuristic_inference,0.95
GERONIMODEVTOOLS-490,GERONIMODEVTOOLS-407,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-490,GERONIMODEVTOOLS-368,shared_fix_version,outward,heuristic_inference,0.81
GERONIMODEVTOOLS-611,GERONIMODEVTOOLS-610,project_flow,outward,heuristic_inference,0.89
GERONIMODEVTOOLS-612,GERONIMODEVTOOLS-610,project_flow,outward,heuristic_inference,0.89
GERONIMODEVTOOLS-612,GERONIMODEVTOOLS-611,project_flow,outward,heuristic_inference,0.89
GERONIMODEVTOOLS-618,GERONIMODEVTOOLS-610,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-637,GERONIMODEVTOOLS-612,parent_of,outward,parent_child,0.9
GERONIMODEVTOOLS-637,GERONIMODEVTOOLS-611,shared_fix_version,outward,heuristic_inference,0.77
GOBBLIN-1236,GOBBLIN-1224,parent_of,outward,parent_child,0.9
GOBBLIN-1237,GOBBLIN-1236,project_flow,outward,heuristic_inference,0.95
GOBBLIN-1237,GOBBLIN-1224,parent_of,outward,parent_child,0.9
GOBBLIN-1238,GOBBLIN-1236,project_flow,outward,heuristic_inference,0.95
GOBBLIN-1238,GOBBLIN-1237,project_flow,outward,heuristic_inference,0.95
GOBBLIN-1238,GOBBLIN-1224,parent_of,outward,parent_child,0.9
GOBBLIN-1239,GOBBLIN-1236,project_flow,outward,heuristic_inference,0.95
GOBBLIN-1239,GOBBLIN-1237,project_flow,outward,heuristic_inference,0.95
GOBBLIN-1239,GOBBLIN-1224,parent_of,outward,parent_child,0.9
GRIFFIN-333,GRIFFIN-332,project_flow,outward,heuristic_inference,0.95
GROOVY-2503,GROOVY-2488,shared_fix_version,outward,heuristic_inference,0.71
GROOVY-3010,GROOVY-2488,shared_fix_version,outward,heuristic_inference,0.71
GROOVY-3010,GROOVY-2503,shared_fix_version,outward,heuristic_inference,0.71
GROOVY-4506,GROOVY-2488,shared_fix_version,outward,heuristic_inference,0.95
GROOVY-4506,GROOVY-2503,shared_fix_version,outward,heuristic_inference,0.71
GROOVY-6518,GROOVY-2488,shared_fix_version,outward,heuristic_inference,0.71
GROOVY-6518,GROOVY-2503,shared_fix_version,outward,heuristic_inference,0.71
HADOOP-11338,HADOOP-11335,project_flow,outward,heuristic_inference,0.95
HADOOP-11623,HADOOP-11985,parent_of,outward,parent_child,0.9
HADOOP-11767,HADOOP-11766,parent_of,outward,parent_child,0.9
HADOOP-11768,HADOOP-11767,project_flow,outward,heuristic_inference,0.93
HADOOP-11768,HADOOP-11766,parent_of,outward,parent_child,0.9
HADOOP-12162,HADOOP-12177,parent_of,outward,parent_child,0.9
HADOOP-12163,HADOOP-12162,project_flow,outward,heuristic_inference,0.95
HADOOP-12163,HADOOP-12177,parent_of,outward,parent_child,0.9
HADOOP-12491,HADOOP-11890,parent_of,outward,parent_child,0.9
HADOOP-13382,HADOOP-10105,mentions_dependency,outward,text_reference,0.55
HADOOP-14764,HADOOP-14112,cloners,outward,explicit_link,1.0
HADOOP-15132,HADOOP-14552,shared_component,outward,heuristic_inference,0.73
HADOOP-16113,CLI-182,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-183,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-185,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-191,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-193,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-207,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-224,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-230,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,CLI-241,mentions_dependency,outward,text_reference,0.55
HADOOP-16113,IO-502,mentions_dependency,outward,text_reference,0.55
HADOOP-16202,HADOOP-16829,parent_of,outward,parent_child,0.9
HADOOP-16848,HADOOP-16202,shared_component,outward,heuristic_inference,0.83
HADOOP-17319,HADOOP-17098,parent_of,outward,parent_child,0.9
HADOOP-17498,HADOOP-17566,parent_of,outward,parent_child,0.9
HADOOP-17498,HADOOP-16202,shared_component,outward,heuristic_inference,0.83
HADOOP-17498,HADOOP-16848,shared_component,outward,heuristic_inference,0.75
HADOOP-17566,HADOOP-14831,shared_component,outward,heuristic_inference,0.79
HADOOP-17566,HADOOP-15620,shared_component,outward,heuristic_inference,0.79
HADOOP-17736,HADOOP-15132,shared_component,outward,heuristic_inference,0.73
HADOOP-17736,HADOOP-15763,shared_component,outward,heuristic_inference,0.73
HADOOP-17765,HADOOP-17736,parent_of,outward,parent_child,0.9
HADOOP-17815,HADOOP-17787,shared_component,outward,heuristic_inference,0.91
HADOOP-17816,HADOOP-17815,project_flow,outward,heuristic_inference,0.95
HADOOP-17816,HADOOP-17787,shared_component,outward,heuristic_inference,0.83
HAMA-537,HAMA-536,project_flow,outward,heuristic_inference,0.94
HAMA-538,HAMA-537,project_flow,outward,heuristic_inference,0.91
HAMA-538,HAMA-536,parent_of,outward,parent_child,0.9
HAMA-687,HAMA-683,parent_of,outward,parent_child,0.9
HAMA-688,HAMA-683,parent_of,outward,parent_child,0.9
HAMA-688,HAMA-687,project_flow,outward,heuristic_inference,0.79
HARMONY-5284,HARMONY-5277,parent_of,outward,parent_child,0.9
HARMONY-5637,HARMONY-5632,parent_of,outward,parent_child,0.9
HARMONY-5637,HARMONY-5284,shared_component,outward,heuristic_inference,0.7
HARMONY-5771,HARMONY-5632,parent_of,outward,parent_child,0.9
HARMONY-5771,HARMONY-5448,shared_component,outward,heuristic_inference,0.69
HAWQ-1026,HAWQ-256,parent_of,outward,parent_child,0.9
HAWQ-1085,HAWQ-435,shared_fix_version,outward,heuristic_inference,0.9
HAWQ-1085,HAWQ-436,shared_fix_version,outward,heuristic_inference,0.71
HAWQ-1086,HAWQ-1085,project_flow,outward,heuristic_inference,0.95
HAWQ-1086,HAWQ-435,shared_fix_version,outward,heuristic_inference,0.9
HAWQ-1193,HDFS-6134,mentions_dependency,outward,text_reference,0.55
HAWQ-1220,HAWQ-256,parent_of,outward,parent_child,0.9
HAWQ-1220,HAWQ-1026,shared_fix_version,outward,heuristic_inference,0.71
HAWQ-1311,HAWQ-1220,shared_fix_version,outward,heuristic_inference,0.95
HAWQ-1311,HAWQ-256,parent_of,outward,parent_child,0.9
HAWQ-1443,HAWQ-1220,shared_fix_version,outward,heuristic_inference,0.95
HAWQ-1443,HAWQ-1311,shared_fix_version,outward,heuristic_inference,0.95
HAWQ-1443,HAWQ-256,parent_of,outward,parent_child,0.9
HAWQ-1463,HAWQ-1462,project_flow,outward,heuristic_inference,0.93
HAWQ-1464,HAWQ-1462,project_flow,outward,heuristic_inference,0.93
HAWQ-1464,HAWQ-1463,project_flow,outward,heuristic_inference,0.93
HAWQ-1629,HAWQ-786,parent_of,outward,parent_child,0.9
HAWQ-1629,HAWQ-798,shared_fix_version,outward,heuristic_inference,0.71
HAWQ-1629,HAWQ-829,shared_fix_version,outward,heuristic_inference,0.71
HAWQ-1630,HAWQ-1629,project_flow,outward,heuristic_inference,0.95
HAWQ-1630,HAWQ-786,parent_of,outward,parent_child,0.9
HAWQ-1630,HAWQ-798,shared_fix_version,outward,heuristic_inference,0.71
HAWQ-1632,HAWQ-1629,project_flow,outward,heuristic_inference,0.95
HAWQ-1632,HAWQ-1630,project_flow,outward,heuristic_inference,0.95
HAWQ-1632,HAWQ-786,parent_of,outward,parent_child,0.9
HAWQ-436,HAWQ-435,project_flow,outward,heuristic_inference,0.95
HAWQ-437,HAWQ-435,project_flow,outward,heuristic_inference,0.95
HAWQ-437,HAWQ-436,project_flow,outward,heuristic_inference,0.95
HAWQ-798,HAWQ-786,parent_of,outward,parent_child,0.9
HAWQ-829,HAWQ-798,shared_fix_version,outward,heuristic_inference,0.71
HAWQ-866,HAWQ-786,parent_of,outward,parent_child,0.9
HAWQ-866,HAWQ-829,shared_fix_version,outward,heuristic_inference,0.85
HAWQ-866,HAWQ-798,shared_fix_version,outward,heuristic_inference,0.71
HBASE-10900,HBASE-7912,mentions_dependency,outward,text_reference,0.55
HBASE-11464,HBASE-10909,shared_component,outward,heuristic_inference,0.84
HBASE-12295,HBASE-11425,parent_of,outward,parent_child,0.9
HBASE-13504,HBASE-13503,parent_of,outward,parent_child,0.9
HBASE-14353,HBASE-14336,mentions_dependency,outward,text_reference,0.55
HBASE-16877,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16895,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16895,HBASE-16877,shared_component,outward,heuristic_inference,0.73
HBASE-16896,HBASE-16895,project_flow,outward,heuristic_inference,0.95
HBASE-16896,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16896,HBASE-16877,shared_component,outward,heuristic_inference,0.73
HBASE-16898,HBASE-16895,project_flow,outward,heuristic_inference,0.91
HBASE-16898,HBASE-16896,project_flow,outward,heuristic_inference,0.91
HBASE-16898,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16899,HBASE-16896,project_flow,outward,heuristic_inference,0.91
HBASE-16899,HBASE-16898,project_flow,outward,heuristic_inference,0.91
HBASE-16899,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16913,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16914,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16914,HBASE-16913,project_flow,outward,heuristic_inference,0.79
HBASE-16914,HBASE-16877,shared_component,outward,heuristic_inference,0.73
HBASE-16915,HBASE-16914,project_flow,outward,heuristic_inference,0.91
HBASE-16915,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16915,HBASE-16913,project_flow,outward,heuristic_inference,0.79
HBASE-16916,HBASE-16913,project_flow,outward,heuristic_inference,0.91
HBASE-16916,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16917,HBASE-16914,project_flow,outward,heuristic_inference,0.91
HBASE-16917,HBASE-16915,project_flow,outward,heuristic_inference,0.91
HBASE-16917,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16918,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16918,HBASE-16916,project_flow,outward,heuristic_inference,0.88
HBASE-16918,HBASE-16913,shared_component,outward,heuristic_inference,0.83
HBASE-16919,HBASE-16918,project_flow,outward,heuristic_inference,0.95
HBASE-16919,HBASE-16916,project_flow,outward,heuristic_inference,0.91
HBASE-16919,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16921,HBASE-16918,project_flow,outward,heuristic_inference,0.95
HBASE-16921,HBASE-16919,project_flow,outward,heuristic_inference,0.91
HBASE-16921,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-16922,HBASE-16918,shared_component,outward,heuristic_inference,0.91
HBASE-16922,HBASE-16919,project_flow,outward,heuristic_inference,0.91
HBASE-16922,HBASE-14439,parent_of,outward,parent_child,0.9
HBASE-17683,HBASE-15531,parent_of,outward,parent_child,0.9
HBASE-17684,HBASE-17683,project_flow,outward,heuristic_inference,0.95
HBASE-17684,HBASE-15531,parent_of,outward,parent_child,0.9
HBASE-17685,HBASE-17683,project_flow,outward,heuristic_inference,0.93
HBASE-17685,HBASE-17684,project_flow,outward,heuristic_inference,0.93
HBASE-17685,HBASE-15531,parent_of,outward,parent_child,0.9
HBASE-19397,HBASE-15867,mentions_dependency,outward,text_reference,0.55
HBASE-20422,HBASE-15867,shared_component,outward,heuristic_inference,0.69
HBASE-20746,HBASE-20708,mentions_dependency,outward,text_reference,0.55
HBASE-20846,HBASE-20828,parent_of,outward,parent_child,0.9
HBASE-20881,HBASE-20828,parent_of,outward,parent_child,0.9
HBASE-23286,HBASE-20724,mentions_dependency,outward,text_reference,0.55
HBASE-24537,HBASE-11464,shared_component,outward,heuristic_inference,0.69
HBASE-24769,HBASE-24759,shared_fix_version,outward,heuristic_inference,0.93
HBASE-25409,HBASE-25038,cloners,outward,explicit_link,1.0
HBASE-25953,HBASE-25649,shared_component,outward,heuristic_inference,0.7
HBASE-2694,HBASE-2692,parent_of,outward,parent_child,0.9
HBASE-8337,HBASE-6891,parent_of,outward,parent_child,0.9
HBASE-8337,HDFS-347,mentions_dependency,outward,text_reference,0.55
HBASE-8820,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8824,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8824,HBASE-8820,shared_component,outward,heuristic_inference,0.71
HBASE-8827,HBASE-8824,project_flow,outward,heuristic_inference,0.95
HBASE-8827,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8827,HBASE-8820,shared_component,outward,heuristic_inference,0.71
HBASE-8831,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8831,HBASE-8824,shared_component,outward,heuristic_inference,0.89
HBASE-8831,HBASE-8827,shared_component,outward,heuristic_inference,0.89
HBASE-8833,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8833,HBASE-8831,project_flow,outward,heuristic_inference,0.79
HBASE-8833,HBASE-8827,shared_component,outward,heuristic_inference,0.71
HBASE-8834,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8834,HBASE-8831,project_flow,outward,heuristic_inference,0.79
HBASE-8834,HBASE-8833,project_flow,outward,heuristic_inference,0.79
HBASE-8839,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8839,HBASE-8831,shared_component,outward,heuristic_inference,0.71
HBASE-8839,HBASE-8833,shared_component,outward,heuristic_inference,0.71
HBASE-8840,HBASE-8839,project_flow,outward,heuristic_inference,0.95
HBASE-8840,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8840,HBASE-8833,shared_component,outward,heuristic_inference,0.71
HBASE-8843,HBASE-8840,project_flow,outward,heuristic_inference,0.95
HBASE-8843,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8843,HBASE-8839,shared_component,outward,heuristic_inference,0.89
HBASE-8850,HBASE-8843,shared_component,outward,heuristic_inference,0.95
HBASE-8850,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-8850,HBASE-8831,shared_component,outward,heuristic_inference,0.88
HBASE-8851,HBASE-8843,shared_component,outward,heuristic_inference,0.95
HBASE-8851,HBASE-8850,project_flow,outward,heuristic_inference,0.95
HBASE-8851,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-9027,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-9027,HBASE-8831,shared_component,outward,heuristic_inference,0.88
HBASE-9027,HBASE-8843,shared_component,outward,heuristic_inference,0.88
HBASE-9028,HBASE-9027,project_flow,outward,heuristic_inference,0.95
HBASE-9028,HBASE-8818,parent_of,outward,parent_child,0.9
HBASE-9028,HBASE-8831,shared_component,outward,heuristic_inference,0.88
HDDS-1267,HDDS-1266,parent_of,outward,parent_child,0.9
HDDS-1268,HDDS-1266,parent_of,outward,parent_child,0.9
HDDS-1268,HDDS-1267,project_flow,outward,heuristic_inference,0.79
HDDS-1269,HDDS-1268,project_flow,outward,heuristic_inference,0.95
HDDS-1269,HDDS-1266,parent_of,outward,parent_child,0.9
HDDS-1269,HDDS-1267,project_flow,outward,heuristic_inference,0.79
HDDS-1271,HDDS-1266,parent_of,outward,parent_child,0.9
HDDS-1271,HDDS-1268,project_flow,outward,heuristic_inference,0.88
HDDS-1271,HDDS-1269,project_flow,outward,heuristic_inference,0.88
